Air_Quality_Index,Water_Quality_Index,CO2_Growth_Rate,Green_Areas,Renewable_Energy_Usage,Temperature,waste_water_treatment,solid_waste_treatment,Environmental_Health_Score
116,54,0,35,32,12,56,56,41
32,94,-7,67,72,32,90,90,99
12,90,-10,78,62,32,96,84,97
144,44,1,23,38,28,40,59,56
36,95,-6,66,79,30,92,84,98
89,38,10,48,63,26,58,13,87
260,16,11,5,8,39,9,15,8
88,77,-5,40,45,19,74,76,69
163,28,8,17,12,7,26,34,33
279,1,18,9,6,37,14,6,2
280,18,18,5,9,-4,8,18,13
21,91,-9,63,64,34,98,95,89
88,64,-2,41,45,22,70,68,65
103,42,4,31,31,28,52,59,48
180,32,-4,55,71,21,55,78,42
27,84,-8,71,74,31,99,99,98
164,24,8,17,13,34,27,21,22
88,73,-2,47,42,22,73,76,67
275,0,17,5,9,35,14,11,14
287,15,12,5,5,-1,11,17,13
169,21,8,15,13,31,26,39,38
132,58,1,21,25,12,47,42,53
87,88,-10,6,56,15,16,9,49
84,73,-1,43,55,19,73,73,74
101,42,2,27,23,11,68,49,43
248,6,11,5,7,-2,12,10,1
299,33,2,41,8,26,99,11,67
143,68,-8,11,24,36,89,57,22
19,98,-8,79,70,30,91,88,81
276,47,9,7,6,-13,21,37,47
68,92,-6,48,20,-6,68,9,99
212,48,2,0,9,31,63,66,85
126,53,3,36,37,29,42,41,40
285,8,10,7,7,1,6,11,14
161,72,-1,27,10,-2,43,51,18
290,5,18,7,5,39,11,10,7
127,41,4,24,25,27,47,55,52
95,71,-1,41,55,17,74,72,76
151,24,9,17,18,7,15,32,38
51,76,-4,59,45,19,72,60,62
260,10,16,78,37,-8,9,52,89
258,32,-5,49,9,-11,27,14,43
178,38,7,18,17,33,15,23,33
32,97,-6,63,69,30,96,80,96
98,68,-2,52,56,20,70,60,67
273,14,13,5,9,35,14,8,16
133,40,1,34,36,12,60,56,52
189,34,8,16,16,33,19,39,31
138,55,1,27,36,26,49,55,45
104,50,4,21,35,14,44,56,51
118,45,2,23,32,27,49,45,40
54,72,-2,51,52,23,71,65,70
199,27,8,15,17,8,17,35,22
236,17,11,5,9,-2,14,19,1
118,44,2,35,20,28,63,41,47
145,58,2,29,21,14,58,56,53
130,58,2,38,36,29,68,55,47
187,28,7,10,12,33,32,36,26
89,77,-1,46,56,23,77,72,63
193,21,9,16,15,32,27,22,25
299,15,11,6,7,37,9,9,12
199,31,9,17,13,33,37,39,34
81,73,-4,54,51,19,73,66,69
265,0,17,6,7,-4,7,6,2
155,33,6,15,18,32,38,27,26
68,70,-5,58,57,22,74,75,65
171,27,5,17,11,6,34,25,31
71,75,-2,49,51,24,75,77,71
219,28,2,45,34,-10,86,73,46
244,14,15,5,8,35,5,14,19
37,91,-7,67,63,31,97,97,84
241,13,13,8,9,36,8,9,3
290,15,12,6,7,39,13,8,18
216,13,12,8,6,-4,11,19,18
16,93,-8,68,71,34,93,82,94
44,16,12,65,5,28,22,98,21
206,6,13,5,7,-4,7,9,18
185,21,5,11,13,7,17,27,22
72,77,-2,59,58,22,75,79,70
196,35,9,18,10,8,31,32,24
40,37,-9,16,36,9,80,91,85
219,8,15,8,14,-6,92,46,71
145,1,6,76,3,10,93,98,74
68,76,-3,54,50,20,75,72,60
126,43,0,26,37,10,68,42,47
8,91,-9,61,70,31,95,85,97
64,93,6,2,44,-2,34,72,17
133,47,1,30,31,14,52,51,53
126,50,1,39,27,29,46,47,40
117,48,1,27,34,12,45,40,54
205,89,8,68,94,9,35,54,19
39,93,-7,70,70,30,95,92,97
132,50,2,29,29,29,55,51,41
107,55,3,20,23,13,46,47,56
29,97,-9,76,67,30,97,93,83
8,87,-10,7,87,-5,85,12,34
106,55,0,38,22,11,46,48,59
47,87,-9,70,77,34,97,89,92
163,32,6,13,18,7,16,38,20
121,41,1,34,20,14,41,59,42
158,32,8,10,19,8,19,27,33
46,94,-6,73,61,32,92,86,85
126,45,3,31,38,29,66,41,56
1,92,-6,74,79,34,99,82,98
24,9,16,44,82,-5,81,57,71
84,60,9,2,50,6,51,72,91
163,22,5,14,18,31,23,36,24
193,27,8,16,16,34,16,30,29
33,96,-7,71,76,32,99,82,99
77,71,-5,50,47,16,72,70,66
266,10,15,8,9,38,12,13,0
168,88,5,12,72,37,81,35,74
226,10,17,7,8,35,11,12,2
4,91,-10,64,67,34,97,90,80
97,63,-3,55,55,23,79,72,61
175,37,8,13,14,33,33,33,36
165,25,6,13,12,31,20,24,37
132,44,1,27,33,12,51,55,56
215,85,1,44,25,-3,69,28,73
65,77,-3,59,54,24,79,71,73
176,35,5,13,13,7,36,36,37
117,45,3,39,35,27,54,45,54
175,26,8,10,17,8,31,33,35
222,18,10,8,5,2,10,10,17
54,76,-4,59,45,15,71,77,70
69,60,-1,52,43,16,70,79,71
70,68,-1,51,50,18,71,71,75
264,6,14,8,6,38,8,10,14
29,93,-7,64,71,31,99,95,86
219,8,16,5,9,39,9,18,12
28,80,-7,66,63,34,95,80,84
21,80,-7,65,74,31,99,93,99
164,20,4,16,36,-3,23,34,44
231,2,11,7,9,2,14,11,11
218,1,10,6,7,35,7,13,6
59,71,-4,41,50,21,75,65,77
114,41,0,24,39,11,68,40,42
262,94,1,73,38,-3,35,75,62
173,38,7,14,12,6,24,21,30
141,47,2,38,28,25,51,53,54
297,50,13,50,69,4,92,31,37
242,5,18,7,7,-4,11,10,17
257,6,14,6,6,1,14,9,2
99,86,2,33,8,8,12,11,35
22,96,-7,73,71,30,95,98,85
63,66,-2,54,58,17,72,76,62
118,55,3,20,36,28,69,50,44
107,41,3,26,27,29,62,53,58
64,3,0,25,60,21,27,97,84
121,56,1,30,28,10,63,44,56
219,0,12,7,31,32,8,98,69
213,0,11,9,9,-5,9,17,6
206,12,13,6,8,38,10,18,18
210,4,18,7,5,37,8,6,16
286,1,16,9,7,35,6,11,0
106,54,4,29,24,26,68,44,49
169,29,7,18,14,34,33,21,39
270,98,-6,0,66,31,28,31,39
183,27,5,14,15,9,35,22,34
99,70,-2,53,58,18,79,65,69
25,95,-8,64,73,33,94,94,96
67,64,-1,43,49,15,79,76,79
217,15,12,9,9,35,8,14,11
176,37,5,15,18,32,20,22,20
225,52,4,25,47,15,23,13,63
44,96,-9,73,61,33,95,90,80
27,92,-8,69,64,30,91,86,90
227,63,16,62,16,-7,37,88,76
187,34,11,26,82,29,80,24,64
114,40,1,38,22,14,48,57,50
38,89,-10,77,78,33,99,80,97
286,18,14,8,7,37,5,11,3
15,87,-7,67,63,30,92,82,97
111,46,4,23,31,11,45,53,51
133,57,0,38,24,27,41,54,46
113,53,2,29,22,29,66,56,54
83,65,-4,50,40,24,76,65,73
38,94,-7,65,79,31,94,99,91
164,25,6,18,10,34,30,24,36
131,53,1,34,31,14,67,59,46
298,5,13,7,6,-4,13,11,18
174,22,5,14,13,34,22,33,23
218,13,17,9,8,-1,14,11,19
188,53,19,0,48,9,14,84,15
223,14,13,5,5,-1,6,12,10
179,30,5,13,19,33,24,25,20
149,25,17,48,70,1,88,53,19
6,90,-9,71,65,34,99,80,91
203,67,13,28,72,-12,55,28,13
9,97,-6,76,64,33,95,88,99
298,12,16,6,9,4,14,10,3
62,67,-2,45,42,18,77,72,72
98,61,-2,45,50,17,77,71,61
81,61,-3,51,43,23,71,61,74
80,78,-1,46,52,16,76,73,60
21,97,-7,79,78,32,95,99,90
244,2,6,62,48,-4,51,59,63
221,9,15,8,8,-5,12,14,19
26,82,-9,66,64,34,99,84,99
34,64,-8,46,77,-13,5,9,89
183,20,9,15,11,34,39,33,26
233,6,17,6,5,-5,10,5,18
217,4,16,8,8,39,8,8,5
74,60,-5,51,49,19,71,69,65
68,75,-1,52,58,24,72,67,71
271,60,-4,63,62,-11,26,97,66
121,42,0,27,22,25,52,45,52
218,20,17,79,55,30,91,24,53
281,16,14,7,9,3,14,18,3
46,92,-8,61,65,31,99,85,93
284,11,16,8,5,0,13,6,2
76,59,15,13,94,38,8,43,71
24,89,-9,67,66,33,95,95,99
106,51,3,32,36,12,47,59,42
287,16,19,9,6,36,14,18,1
278,18,12,6,5,39,7,15,13
114,58,1,32,28,11,60,48,54
70,75,-5,41,44,15,73,63,62
201,39,7,1,96,17,81,34,32
101,54,1,28,36,10,42,50,51
25,62,-9,24,2,-8,48,46,98
298,11,12,9,8,-5,5,14,16
192,20,9,11,11,32,27,20,21
179,25,8,11,15,6,19,23,32
278,6,15,8,5,39,11,18,6
82,61,-4,55,51,15,75,73,65
178,20,9,14,13,7,23,31,30
180,32,6,13,13,33,34,38,32
59,73,-3,42,57,19,73,66,79
281,13,18,6,9,35,11,13,10
280,1,17,6,6,1,11,15,14
297,16,10,6,9,2,12,7,6
165,22,7,12,13,30,35,36,32
176,23,8,15,17,9,29,39,33
161,34,7,16,12,8,33,30,24
248,59,11,69,56,-6,44,11,37
159,24,6,13,14,8,24,30,29
24,88,-10,75,68,32,92,88,86
169,34,8,17,15,34,18,27,36
95,67,-5,55,58,23,78,63,74
148,54,0,24,25,25,40,58,43
233,16,15,8,8,0,11,13,15
12,39,-9,64,62,21,77,21,8
120,53,0,33,26,10,69,51,59
133,58,4,38,20,11,51,47,44
68,76,-2,52,42,15,73,72,76
146,47,4,29,26,13,56,43,52
196,34,5,10,18,33,26,24,24
299,99,4,42,47,7,74,50,42
48,84,-6,66,68,30,90,80,98
84,70,-5,49,53,22,71,68,75
16,88,-8,64,65,32,95,80,99
60,67,-1,45,46,15,71,79,71
250,0,12,8,9,0,14,18,4
34,96,-9,60,67,34,96,94,87
70,64,-5,55,53,22,73,78,73
294,60,-1,78,17,7,58,34,97
119,54,5,61,47,14,16,39,10
3,70,15,49,11,15,85,79,91
123,51,4,30,24,14,40,42,58
21,25,-8,40,59,26,18,79,81
120,57,1,33,39,29,63,54,43
206,5,14,6,6,4,6,11,1
99,78,-5,51,54,16,76,73,60
216,16,12,6,7,39,14,10,11
205,7,17,8,5,35,9,8,5
283,10,14,8,8,37,5,5,14
210,10,11,6,5,36,6,11,6
19,99,-10,70,60,31,95,81,94
160,30,5,15,14,34,33,38,29
197,21,9,17,18,6,28,29,33
258,75,-4,48,25,17,52,83,1
259,0,12,6,6,37,8,6,18
206,2,16,8,5,39,7,6,1
27,95,-6,72,73,32,95,97,98
104,49,1,31,35,25,46,45,44
266,17,18,7,5,0,10,17,10
159,22,7,12,14,8,25,26,29
126,52,1,22,27,27,48,46,52
177,24,8,19,17,31,28,30,31
226,14,14,27,73,23,61,21,85
213,9,17,8,5,37,11,5,19
275,15,11,8,7,2,6,13,14
32,87,-10,64,65,34,94,82,94
34,96,-6,67,61,33,90,80,94
93,77,-4,55,52,20,79,75,60
191,23,9,18,11,31,30,28,32
95,76,-4,53,41,23,75,70,60
156,24,8,18,14,31,34,28,36
139,57,0,30,37,26,42,46,55
248,1,17,7,9,-5,12,9,17
186,25,5,13,19,34,19,35,32
77,77,-1,45,41,22,75,60,77
177,36,8,16,12,6,16,22,35
252,6,3,12,39,26,13,54,26
286,17,18,6,8,-5,11,9,3
197,32,9,15,18,6,23,34,29
153,31,6,17,11,32,37,28,20
43,98,-8,67,69,33,92,98,94
160,33,9,14,15,6,36,36,23
190,18,12,28,29,23,29,12,57
149,52,0,21,34,28,53,41,57
144,57,4,30,28,11,51,42,42
38,84,-10,75,61,31,90,86,92
271,1,13,9,8,35,5,14,18
198,35,6,10,17,33,17,31,39
15,83,-7,66,73,33,92,84,96
290,5,19,9,7,35,9,7,19
257,7,10,8,9,39,5,16,8
142,48,0,34,21,13,58,56,44
199,32,8,16,10,5,18,38,20
99,65,-2,58,44,15,79,60,69
253,3,19,9,8,2,8,17,9
155,32,9,16,14,32,27,25,24
138,52,0,34,33,10,59,41,46
130,54,2,27,39,14,57,49,58
195,34,6,14,14,30,39,25,30
298,11,14,9,9,35,14,5,2
102,43,1,26,32,10,62,40,50
283,6,10,7,8,36,10,11,4
46,87,-7,74,79,30,90,92,97
48,89,-8,77,77,30,97,82,82
34,13,12,13,9,-4,42,38,40
41,94,-6,76,68,33,99,97,92
158,27,5,10,16,34,33,24,31
162,33,6,11,17,31,25,28,31
200,28,-5,24,94,6,70,49,68
31,97,-7,76,64,30,99,97,96
216,5,12,6,8,-4,13,15,4
55,70,-2,52,55,24,77,61,75
49,86,-9,76,73,30,92,85,99
284,14,13,7,9,37,12,11,15
181,12,8,28,2,10,62,80,1
110,41,1,36,35,29,50,40,50
292,4,10,8,5,36,10,5,18
122,57,0,35,31,13,41,53,43
97,74,-5,43,50,22,73,72,78
122,48,3,28,25,11,48,56,40
199,24,7,16,19,30,29,37,38
68,71,-2,52,52,22,79,78,73
126,43,3,34,27,29,54,59,53
254,9,14,8,9,36,9,10,1
11,82,-10,60,67,31,91,98,97
30,99,-10,63,71,31,95,86,82
63,68,-4,44,52,22,75,63,70
205,12,12,9,7,4,12,15,11
52,71,-4,51,50,20,79,61,77
106,47,2,29,20,25,68,52,56
74,77,-1,51,48,24,79,63,64
160,49,10,67,70,6,37,85,23
4,1,11,56,65,-6,20,55,38
22,88,-10,61,78,32,97,86,89
56,77,-4,50,40,20,74,79,60
33,83,-10,62,72,30,96,94,90
89,78,-3,50,46,21,72,63,65
239,16,10,6,6,-5,14,9,4
30,86,-10,70,65,33,92,98,81
225,1,18,6,5,35,7,5,0
127,45,4,29,26,29,40,52,57
217,12,16,7,6,-4,8,13,5
48,85,-9,76,65,31,95,89,97
218,1,19,8,6,35,8,11,8
220,17,18,6,8,-1,8,17,12
47,81,-7,65,70,32,97,91,81
150,65,16,1,89,1,37,13,42
28,89,-7,62,61,30,90,99,92
18,99,17,38,73,9,22,23,35
180,29,5,19,14,8,36,26,28
159,26,7,12,15,8,29,34,39
165,28,6,18,19,31,33,30,32
69,68,-4,55,40,21,70,75,74
110,41,1,28,33,12,49,43,45
71,69,-1,43,45,16,73,66,66
236,0,16,6,9,36,13,9,1
253,11,14,8,9,-2,7,11,7
185,29,8,11,11,8,38,27,29
269,4,13,5,9,36,9,8,5
272,9,10,8,6,35,10,7,13
41,83,-7,63,66,30,97,92,89
139,51,1,22,26,27,57,51,45
197,36,5,15,19,9,31,25,36
64,69,-3,48,42,22,72,66,73
76,64,-3,48,59,21,75,78,71
246,26,-6,24,2,17,72,29,19
97,70,-1,55,42,23,72,60,74
154,23,8,12,15,7,24,38,26
295,49,0,74,66,-4,71,31,53
43,87,-8,79,67,34,97,96,99
192,38,9,12,10,8,37,38,31
198,16,12,25,84,6,11,18,78
48,80,-10,78,63,30,98,81,87
298,25,15,77,70,17,30,49,83
93,78,-1,44,53,19,77,75,72
67,71,-5,53,54,23,73,60,69
169,29,5,18,10,32,22,33,22
194,31,7,16,13,32,15,22,32
202,84,10,17,54,13,28,78,16
78,60,-2,49,46,21,79,63,71
170,23,6,12,18,9,32,34,23
19,90,-6,63,71,31,99,88,89
125,54,1,34,23,26,57,56,51
54,78,-3,45,52,17,78,79,74
15,23,5,1,91,16,95,88,23
286,63,-4,32,84,-14,22,51,32
239,14,17,5,8,39,10,13,12
248,3,10,6,8,39,11,8,4
15,88,-7,60,72,30,98,87,87
64,62,-1,59,56,19,75,76,73
55,60,-2,51,49,15,74,79,72
40,88,-8,77,70,30,90,93,99
289,12,19,5,6,37,10,5,14
4,89,-10,71,75,32,98,88,94
160,36,6,10,13,34,16,25,21
21,88,-7,68,65,31,98,96,80
113,48,1,24,32,12,61,43,50
111,43,1,25,33,28,45,58,45
125,46,3,20,33,13,56,53,55
122,51,0,36,29,13,67,55,54
149,30,12,47,19,22,59,72,78
107,42,1,21,22,26,67,49,45
32,96,-8,73,71,31,93,97,90
32,87,-6,76,67,30,99,81,88
157,29,5,16,14,7,30,38,23
141,49,9,49,32,39,63,47,78
47,98,-9,68,75,34,99,99,93
183,22,6,16,19,32,34,21,38
5,95,-10,78,62,31,96,88,99
150,95,2,15,58,-11,72,25,77
112,46,1,34,25,26,51,50,59
185,30,9,14,10,6,36,26,29
13,83,-6,68,72,31,99,95,91
280,13,17,5,5,-4,13,5,13
134,57,4,28,38,14,50,40,46
188,35,5,15,15,34,35,21,27
133,52,3,22,39,13,68,50,41
278,3,18,9,6,38,14,16,19
97,64,-3,57,52,17,71,78,74
186,37,9,12,17,8,31,20,31
153,20,9,19,16,32,23,34,34
138,46,1,33,37,11,49,51,56
45,99,-6,68,60,33,90,92,84
279,17,11,9,9,38,14,17,9
193,27,6,18,18,7,34,27,38
261,38,-1,57,11,-13,22,44,20
98,59,-10,62,84,16,91,37,66
19,99,-6,76,63,30,90,94,92
120,58,2,39,30,25,69,52,50
254,1,16,9,5,4,8,19,19
42,94,-9,79,66,34,95,97,82
60,70,-3,55,56,22,79,75,67
246,3,18,7,9,38,7,11,8
223,36,1,54,12,7,93,34,16
166,27,5,16,19,31,16,28,36
39,98,-7,74,68,33,99,91,99
184,24,9,18,10,6,21,39,31
29,87,-9,78,75,31,97,85,91
235,6,15,5,9,36,11,5,11
35,84,19,23,29,6,96,11,34
77,60,-2,41,49,19,79,60,65
147,20,-3,57,30,30,15,56,14
214,2,14,9,9,-3,14,18,3
5,90,-10,67,70,31,97,98,89
38,98,-8,66,78,31,93,94,94
73,60,-1,53,43,15,70,78,67
176,21,8,16,17,32,28,36,23
235,2,11,9,8,38,7,18,5
33,93,-6,63,75,34,93,93,94
132,49,2,26,34,29,66,54,42
137,42,3,37,28,10,68,52,54
227,13,17,7,7,35,7,19,13
152,30,5,12,14,33,33,30,27
31,97,-6,73,77,34,94,95,96
0,96,-9,72,68,34,93,84,90
170,24,6,10,16,30,22,34,33
161,23,6,15,13,32,20,21,37
209,16,10,8,8,-4,13,18,17
55,72,-5,49,40,17,71,71,62
174,21,6,12,12,5,28,38,32
212,11,10,5,9,3,11,8,10
254,5,13,8,7,4,7,17,2
284,16,18,6,5,37,7,7,9
102,42,3,34,26,10,59,40,47
179,38,9,16,17,34,32,33,20
69,62,-1,42,55,20,72,71,68
274,10,19,9,9,-5,11,7,15
153,39,-6,20,77,-12,27,88,14
215,1,10,6,7,-2,9,7,12
133,78,16,9,72,17,52,74,58
9,4,16,73,96,38,42,17,30
88,67,-1,49,45,23,78,72,79
196,37,6,10,11,9,34,39,28
259,4,10,5,7,4,8,9,17
144,41,2,39,37,11,59,54,44
190,20,-8,56,52,30,18,80,16
90,74,-5,59,40,17,73,74,65
62,75,-3,47,56,19,75,75,65
1,83,-10,63,77,34,92,94,87
163,30,7,12,18,7,36,35,27
11,94,-10,69,65,31,92,89,93
1,91,-9,71,70,30,99,81,97
272,10,16,9,6,35,8,13,1
222,5,-9,74,3,-1,10,98,50
145,77,-8,70,12,2,17,35,1
97,60,-5,49,49,24,70,65,62
82,76,-5,56,47,19,74,68,62
226,4,15,9,8,-5,11,5,10
108,54,2,34,32,10,41,47,59
107,27,7,76,85,-4,6,11,25
203,5,10,6,9,2,9,13,10
5,85,-6,61,77,31,95,84,99
110,44,0,22,36,27,55,43,57
162,26,9,12,18,30,31,36,22
295,96,1,71,87,0,8,42,26
30,90,-7,77,63,30,91,81,91
167,38,9,11,12,8,21,32,22
83,26,10,47,6,-11,15,19,63
188,38,8,16,16,8,18,31,32
188,84,2,25,71,-11,19,20,0
76,75,-2,47,41,16,78,74,72
113,45,0,23,27,10,42,56,48
177,33,6,13,16,32,26,22,39
79,65,-2,41,55,21,74,63,72
114,44,2,30,30,26,54,51,48
104,57,1,31,21,26,69,43,53
165,30,6,16,13,7,16,35,26
247,27,4,38,69,-7,24,5,71
277,0,11,5,7,-5,9,11,5
89,60,-2,59,49,20,71,73,75
199,30,8,12,13,6,20,29,26
126,55,0,39,36,11,40,55,51
91,60,-4,55,40,21,71,67,70
144,58,2,27,29,28,58,58,54
153,35,5,12,18,34,26,34,21
272,11,17,7,8,2,12,14,16
243,13,11,7,8,3,7,12,14
30,89,-9,71,63,34,90,94,85
194,34,5,19,18,33,19,20,36
120,48,2,20,37,12,41,54,53
99,58,17,1,28,-12,69,87,25
290,14,17,8,8,39,5,19,16
116,53,4,39,22,27,48,45,52
269,48,8,6,29,3,53,93,15
11,83,-10,61,62,31,94,99,96
24,96,-6,79,63,31,92,88,92
97,29,14,27,64,33,49,72,6
283,36,4,75,36,33,48,60,27
199,31,7,12,12,6,24,25,32
148,53,2,20,22,11,46,54,58
144,43,2,35,25,26,51,50,52
172,30,7,17,13,31,30,38,30
37,87,-9,62,73,31,95,91,93
69,61,-1,50,43,18,73,74,63
268,17,13,5,6,39,12,10,1
224,17,16,9,5,35,12,15,18
265,15,10,8,6,0,9,14,14
201,12,18,7,7,3,9,5,18
27,88,-6,77,79,30,90,96,91
88,60,-2,40,47,19,74,63,65
196,19,0,1,66,7,16,24,4
176,28,6,11,12,8,39,38,32
37,84,-7,61,65,32,90,88,85
142,49,2,32,38,27,52,47,47
178,29,5,11,11,31,32,39,28
87,77,-3,45,57,16,75,63,71
88,62,-1,44,44,16,79,78,76
88,61,-3,53,44,16,77,73,62
162,79,18,40,99,17,72,37,13
223,12,10,9,6,39,10,16,17
14,94,-8,74,77,33,96,87,94
60,60,-9,27,57,27,45,43,85
25,83,-10,74,72,30,93,89,98
149,58,3,26,38,25,64,55,54
126,43,4,23,35,13,55,58,47
76,67,-1,53,43,16,73,74,77
166,17,-7,59,13,34,13,94,52
95,75,-5,56,52,15,75,76,75
190,30,8,17,17,31,31,39,39
18,82,-6,73,73,34,97,88,80
39,85,-7,69,62,32,90,86,99
249,9,15,6,9,-3,12,14,13
8,81,-7,74,66,33,97,94,82
177,32,7,14,17,33,38,22,22
83,74,-4,42,53,17,73,79,64
279,1,18,8,8,36,9,8,12
182,27,8,18,17,8,29,39,36
134,44,2,25,37,29,49,43,48
78,64,-5,53,52,20,73,77,77
202,15,18,6,6,36,7,17,6
82,70,-3,49,49,24,71,68,62
117,42,2,39,23,12,65,55,51
109,55,11,66,55,39,23,61,43
80,72,-2,40,56,19,73,66,76
171,20,9,15,14,31,15,30,29
180,28,5,12,13,31,24,22,30
237,16,13,5,6,-1,11,6,5
6,83,-10,74,67,33,95,97,94
64,74,-3,58,51,21,72,77,60
128,42,2,25,33,27,65,55,46
101,43,0,32,37,29,69,42,50
221,18,18,5,5,-5,7,16,5
73,69,-4,43,47,18,73,77,73
184,35,7,19,17,9,27,24,39
246,7,2,7,93,16,98,69,42
154,32,5,11,17,6,30,20,38
136,44,2,28,37,12,42,41,48
41,99,-10,76,74,31,93,98,96
192,57,10,0,80,-14,33,88,69
99,64,-4,59,55,22,70,62,66
152,34,8,14,13,34,21,29,33
17,83,-8,72,68,34,95,91,81
49,85,-10,60,68,30,98,92,88
161,29,7,10,18,6,22,32,37
131,46,3,38,29,12,64,58,41
121,58,4,38,36,11,49,43,47
225,3,19,7,5,-4,8,19,1
273,2,17,69,43,5,32,58,53
55,74,-4,54,41,19,73,69,72
66,71,0,70,65,-10,45,67,31
245,1,15,58,26,11,83,76,6
109,51,0,37,36,12,48,48,49
27,89,-8,62,77,32,95,99,84
256,14,15,8,7,-2,6,18,1
56,69,-5,55,53,18,72,76,68
107,54,1,27,24,29,53,43,49
42,95,-9,61,67,34,99,87,83
207,3,19,9,6,2,8,13,3
64,71,-4,59,54,16,78,69,69
57,72,-2,43,45,18,72,71,66
97,61,-1,55,54,15,79,73,69
277,15,12,9,6,-3,9,19,1
45,5,-8,36,23,13,50,57,94
187,34,7,16,19,5,28,32,21
138,44,2,39,23,26,56,50,43
294,0,10,7,6,-3,14,14,14
151,32,5,12,16,32,23,24,20
276,13,15,6,9,39,6,18,6
55,64,-4,56,48,22,77,68,70
189,27,6,18,10,9,36,36,38
175,23,6,19,15,5,34,35,34
138,40,0,31,21,28,56,43,50
38,93,-6,78,70,30,91,87,88
115,49,1,29,27,10,65,44,43
85,78,-3,59,40,18,70,67,63
223,16,16,8,8,-5,10,7,5
101,45,1,22,36,25,63,51,57
99,69,-2,56,43,21,76,61,77
65,69,-2,42,54,23,74,65,60
234,15,17,6,6,35,10,9,5
189,34,6,18,14,6,21,27,26
286,4,16,6,7,39,10,10,14
60,68,-3,48,59,18,70,76,71
161,36,9,12,11,7,21,36,25
12,73,-10,56,39,38,84,49,34
206,5,1,60,19,34,82,6,72
216,4,12,8,5,38,9,8,15
292,4,19,9,5,-1,5,14,0
73,76,-2,41,59,23,72,71,67
188,29,9,11,19,6,21,37,20
44,89,-9,66,73,31,94,82,90
17,92,-7,76,63,31,95,85,88
96,75,-2,47,42,20,72,60,61
1,96,-10,68,70,34,99,82,97
80,89,-9,49,11,35,94,27,17
299,9,11,7,5,4,9,18,6
205,10,17,7,7,36,7,6,9
177,38,9,17,10,8,31,26,33
161,21,6,16,19,31,34,37,25
209,32,5,41,65,39,46,38,29
255,9,10,6,6,38,9,17,17
42,82,-8,75,64,34,99,98,83
10,9,4,16,39,2,59,77,24
55,73,-4,55,45,15,77,73,67
161,38,5,10,18,8,34,20,29
128,50,2,39,29,12,49,53,51
256,0,10,8,7,4,6,16,2
103,49,2,30,36,13,43,56,48
31,82,-8,71,74,30,96,87,90
112,54,0,33,25,14,69,50,43
282,1,19,7,7,38,10,14,7
20,99,1,46,38,13,58,94,84
275,15,18,6,9,35,8,8,2
208,9,19,5,8,39,7,5,3
83,65,-3,55,47,23,70,75,68
193,38,9,14,14,5,27,39,23
195,28,9,13,14,32,38,38,22
13,72,4,20,34,-14,95,6,34
171,29,8,18,13,5,37,26,23
268,12,13,6,9,38,10,17,10
183,37,5,10,10,8,18,37,30
158,20,7,15,18,8,27,36,21
84,62,-3,52,46,24,71,65,68
196,35,5,16,14,34,27,21,23
172,7,18,52,54,16,55,48,81
136,53,4,0,43,19,79,84,8
81,74,-2,55,44,19,70,77,64
141,51,0,34,36,26,68,57,45
95,78,-3,49,41,19,72,76,73
99,63,-1,44,59,20,76,69,76
101,57,1,33,34,14,51,43,42
272,96,15,39,22,-10,90,54,36
247,89,19,32,84,19,56,38,40
193,26,6,19,18,33,32,39,28
82,66,-1,53,43,24,70,63,62
62,78,-1,58,47,17,71,60,74
147,42,3,39,24,25,47,57,59
9,94,-7,78,63,31,98,89,90
218,14,17,6,5,39,14,8,5
189,35,6,16,18,33,36,30,21
180,70,1,78,33,30,72,82,77
65,69,-3,55,51,21,76,60,75
4,88,-10,65,64,30,99,87,86
174,38,5,19,14,31,24,32,28
8,93,-8,62,77,34,93,86,99
123,40,3,29,34,29,60,50,52
13,87,-7,75,72,32,98,99,97
166,23,7,17,19,5,26,30,24
194,24,7,10,13,32,24,21,30
31,32,17,54,99,-10,66,84,33
161,32,5,11,18,6,32,30,35
83,72,-2,42,59,18,79,70,61
18,93,-7,72,67,34,96,98,91
64,72,-3,53,53,24,75,72,76
3,38,9,63,24,12,80,70,77
1,84,-10,65,61,33,95,90,87
38,87,-7,64,76,34,93,98,81
173,35,5,16,14,6,21,33,24
87,63,-1,43,59,16,77,62,64
23,82,-9,64,65,34,95,87,86
13,94,-8,78,71,31,92,97,80
298,12,10,5,9,38,11,5,8
107,58,1,29,37,14,56,44,51
87,75,-3,44,50,17,79,64,64
90,78,-4,55,59,17,79,76,72
130,48,4,34,24,14,53,59,54
145,42,4,32,36,12,59,50,58
284,14,13,8,6,37,14,7,10
47,65,-3,21,5,-4,61,40,78
297,6,16,7,9,38,6,12,18
32,95,-6,62,74,32,96,81,80
156,38,6,15,10,31,27,26,34
42,96,-10,67,65,31,95,84,92
45,85,-9,60,69,34,94,81,95
191,29,6,13,17,30,35,34,39
194,20,8,16,18,9,16,20,35
64,12,10,52,81,21,49,36,35
179,23,8,13,11,33,31,31,36
207,11,19,9,8,-4,14,10,11
129,42,1,28,21,12,53,43,58
78,69,-2,49,47,15,77,68,69
78,88,8,46,52,38,42,68,86
28,93,-10,74,71,31,92,98,85
164,37,8,11,10,7,25,34,31
252,17,12,8,9,37,9,17,0
